addr	value	ascii
0x0b4c	0x46	F
0x0b4d	0x63	c
0x0b4e	0x35	5
0x0b4f	0x66	f
0x0b50	0x63	c
0x0b51	0x37	7
0x0b52	0x86	 
0x0b53	0x63	c
0x0b54	0x39	9
0x0b55	0xa6	 
0x0b56	0x63	c
0x0b57	0x3b	;
0x0b58	0xc6	 
0x0b59	0x63	c
0x0b5a	0x3d	=
0x0b5b	0xe6	 
0x0b5c	0x63	c
0x0b5d	0x3f	?
0x0b5e	0x06	 
0x0b5f	0x64	d
0x0b60	0x41	A
0x0b61	0x26	&
0x0b62	0x64	d
0x0b63	0x43	C
0x0b64	0x46	F
0x0b65	0x64	d
0x0b66	0x45	E
0x0b67	0x66	f
0x0b68	0x64	d
0x0b69	0x47	G
0x0b6a	0x86	 
0x0b6b	0x64	d
0x0b6c	0x49	I
0x0b6d	0xa6	 
0x0b6e	0x64	d
0x0b6f	0x4b	K
0x0b70	0xc6	 
0x0b71	0x64	d
0x0b72	0x4d	M
0x0b73	0xe6	 
0x0b74	0x64	d
0x0b75	0x4f	O
0x0b76	0x06	 
0x0b77	0x65	e
0x0b78	0x51	Q
0x0b79	0x26	&
0x0b7a	0x65	e
0x0b7b	0x53	S
0x0b7c	0x46	F
0x0b7d	0x65	e
0x0b7e	0x55	U
0x0b7f	0x66	f
0x0b80	0x65	e
0x0b81	0x57	W
0x0b82	0x86	 
0x0b83	0x65	e
0x0b84	0x59	Y
0x0b85	0xa6	 
0x0b86	0x65	e
0x0b87	0x5b	[
0x0b88	0xc6	 
0x0b89	0x65	e
0x0b8a	0x5d	]
0x0b8b	0xe6	 
0x0b8c	0x65	e
0x0b8d	0x5f	_
0x0b8e	0x06	 
0x0b8f	0x66	f
0x0b90	0x61	a
0x0b91	0x26	&
0x0b92	0x66	f
0x0b93	0x63	c
0x0b94	0x46	F
0x0b95	0x66	f
0x0b96	0x65	e
0x0b97	0x66	f
0x0b98	0x66	f
0x0b99	0x67	g
0x0b9a	0x86	 
0x0b9b	0x66	f
0x0b9c	0x69	i
0x0b9d	0xa6	 
0x0b9e	0x66	f
0x0b9f	0x6b	k
0x0ba0	0xc6	 
0x0ba1	0x66	f
0x0ba2	0x6d	m
0x0ba3	0xe6	 
0x0ba4	0x66	f
0x0ba5	0x6f	o
0x0ba6	0x06	 
0x0ba7	0x67	g
0x0ba8	0x71	q
0x0ba9	0x26	&
0x0baa	0x67	g
0x0bab	0xff	 
0x0bac	0x0f	 
0x0bad	0x00	 
0x0bae	0xff	 
0x0baf	0x6f	o
0x0bb0	0x67	g
0x0bb1	0x77	w
0x0bb2	0x86	 
0x0bb3	0x67	g
0x0bb4	0x79	y
0x0bb5	0xa6	 
0x0bb6	0x67	g
0x0bb7	0x7b	{
0x0bb8	0xc6	 
0x0bb9	0x67	g
0x0bba	0x7d	}
0x0bbb	0xe6	 
0x0bbc	0x67	g
0x0bbd	0x7f	 
0x0bbe	0x06	 
0x0bbf	0x68	h
0x0bc0	0x81	 
0x0bc1	0x26	&
0x0bc2	0x68	h
0x0bc3	0x83	 
0x0bc4	0x46	F
0x0bc5	0x68	h
0x0bc6	0x85	 
0x0bc7	0x66	f
0x0bc8	0x68	h
0x0bc9	0x87	 
0x0bca	0x86	 
0x0bcb	0x68	h
0x0bcc	0x89	 
0x0bcd	0xa6	 
0x0bce	0x68	h
0x0bcf	0x8b	 
0x0bd0	0xc6	 
0x0bd1	0x68	h
0x0bd2	0x8d	 
0x0bd3	0xe6	 
0x0bd4	0x68	h
0x0bd5	0x8f	 
0x0bd6	0x06	 
0x0bd7	0x69	i
0x0bd8	0x91	 
0x0bd9	0x26	&
0x0bda	0x69	i
0x0bdb	0x93	 
0x0bdc	0x46	F
0x0bdd	0x69	i
0x0bde	0x95	 
0x0bdf	0x66	f
0x0be0	0x69	i
0x0be1	0x97	 
0x0be2	0x86	 
0x0be3	0x69	i
0x0be4	0x99	 
0x0be5	0xa6	 
0x0be6	0x69	i
0x0be7	0x9b	 
0x0be8	0xc6	 
0x0be9	0x69	i
0x0bea	0x9d	 
0x0beb	0xe6	 
0x0bec	0x69	i
0x0bed	0x9f	 
0x0bee	0x06	 
0x0bef	0x6a	j
0x0bf0	0xa1	 
0x0bf1	0x26	&
0x0bf2	0x6a	j
0x0bf3	0xa3	 
0x0bf4	0x46	F
0x0bf5	0x6a	j
0x0bf6	0xa5	 
0x0bf7	0x66	f
0x0bf8	0x6a	j
0x0bf9	0xa7	 
0x0bfa	0x86	 
0x0bfb	0x6a	j
0x0bfc	0xa9	 
0x0bfd	0xa6	 
0x0bfe	0x6a	j
0x0bff	0xab	 
0x0c00	0xc6	 
0x0c01	0x6a	j
0x0c02	0xad	 
0x0c03	0xe6	 
0x0c04	0x6a	j
0x0c05	0xaf	 
0x0c06	0x06	 
0x0c07	0x6b	k
0x0c08	0xb1	 
0x0c09	0x26	&
0x0c0a	0x6b	k
0x0c0b	0xb3	 
0x0c0c	0x46	F
0x0c0d	0x6b	k
0x0c0e	0xb5	 
0x0c0f	0x66	f
0x0c10	0x6b	k
0x0c11	0xb7	 
0x0c12	0x86	 
0x0c13	0x6b	k
0x0c14	0xb9	 
0x0c15	0xa6	 
0x0c16	0x6b	k
0x0c17	0xbb	 
0x0c18	0xc6	 
0x0c19	0x6b	k
0x0c1a	0xbd	 
0x0c1b	0xe6	 
0x0c1c	0x6b	k
0x0c1d	0xbf	 
0x0c1e	0x06	 
0x0c1f	0x6c	l
0x0c20	0xc1	 
0x0c21	0x26	&
0x0c22	0x6c	l
0x0c23	0xc3	 
0x0c24	0x46	F
0x0c25	0x6c	l
0x0c26	0xc5	 
0x0c27	0x66	f
0x0c28	0x6c	l
0x0c29	0xc7	 
0x0c2a	0x86	 
0x0c2b	0x6c	l
0x0c2c	0xc9	 
0x0c2d	0xa6	 
0x0c2e	0x6c	l
0x0c2f	0xcb	 
0x0c30	0xc6	 
0x0c31	0x6c	l
0x0c32	0xcd	 
0x0c33	0xe6	 
0x0c34	0x6c	l
0x0c35	0xcf	 
0x0c36	0x06	 
0x0c37	0x6d	m
0x0c38	0xd1	 
0x0c39	0x26	&
0x0c3a	0x6d	m
0x0c3b	0xff	 
0x0c3c	0x4f	O
0x0c3d	0x6d	m
0x0c3e	0xd5	 
0x0c3f	0x66	f
0x0c40	0x6d	m
0x0c41	0xd7	 
0x0c42	0x86	 
0x0c43	0x6d	m
0x0c44	0xd9	 
0x0c45	0xa6	 
0x0c46	0x6d	m
0x0c47	0xdb	 
0x0c48	0xc6	 
0x0c49	0x6d	m
0x0c4a	0xdd	 
0x0c4b	0xe6	 
0x0c4c	0x6d	m
0x0c4d	0xdf	 
0x0c4e	0x06	 
0x0c4f	0x6e	n
0x0c50	0xe1	 
0x0c51	0x26	&
0x0c52	0x6e	n
0x0c53	0xe3	 
0x0c54	0x46	F
0x0c55	0x6e	n
0x0c56	0xe5	 
0x0c57	0x66	f
0x0c58	0x6e	n
0x0c59	0xe7	 
0x0c5a	0x86	 
0x0c5b	0x6e	n
0x0c5c	0xe9	 
0x0c5d	0xa6	 
0x0c5e	0x6e	n
0x0c5f	0xeb	 
0x0c60	0xc6	 
0x0c61	0x6e	n
0x0c62	0xed	 
0x0c63	0xe6	 
0x0c64	0x6e	n
0x0c65	0xef	 
0x0c66	0x06	 
0x0c67	0x6f	o
0x0c68	0xf1	 
0x0c69	0x26	&
0x0c6a	0x6f	o
0x0c6b	0xf3	 
0x0c6c	0x46	F
0x0c6d	0x6f	o
0x0c6e	0xf5	 
0x0c6f	0x66	f
0x0c70	0x6f	o
0x0c71	0xf7	 
0x0c72	0x86	 
0x0c73	0x6f	o
0x0c74	0xf9	 
0x0c75	0xa6	 
0x0c76	0x6f	o
0x0c77	0xfb	 
0x0c78	0xc6	 
0x0c79	0x6f	o
0x0c7a	0xfd	 
0x0c7b	0xe6	 
0x0c7c	0x6f	o
0x0c7d	0xff	 
0x0c7e	0x06	 
0x0c7f	0x70	p
0x0c80	0x01	 
0x0c81	0x27	'
0x0c82	0x70	p
0x0c83	0x03	 
0x0c84	0x47	G
0x0c85	0x70	p
0x0c86	0x05	 
0x0c87	0x67	g
0x0c88	0x70	p
0x0c89	0x07	 
0x0c8a	0x87	 
0x0c8b	0x70	p
0x0c8c	0x09	 
0x0c8d	0xa7	 
0x0c8e	0x70	p
0x0c8f	0x0b	 
0x0c90	0xc7	 
0x0c91	0x70	p
0x0c92	0x0d	 
0x0c93	0xe7	 
0x0c94	0x70	p
0x0c95	0x0f	 
0x0c96	0x07	 
0x0c97	0x71	q
0x0c98	0x11	 
0x0c99	0x27	'
0x0c9a	0x71	q
0x0c9b	0x13	 
0x0c9c	0xf7	 
0x0c9d	0xff	 
0x0c9e	0x15	 
0x0c9f	0x67	g
0x0ca0	0x71	q
0x0ca1	0x17	 
0x0ca2	0x87	 
0x0ca3	0x71	q
0x0ca4	0x19	 
0x0ca5	0xa7	 
0x0ca6	0x71	q
0x0ca7	0x1b	 
0x0ca8	0xc7	 
0x0ca9	0x71	q
0x0caa	0x1d	 
0x0cab	0xe7	 
0x0cac	0x71	q
0x0cad	0x1f	 
0x0cae	0x07	 
0x0caf	0x72	r
0x0cb0	0x21	!
0x0cb1	0x27	'
0x0cb2	0x72	r
0x0cb3	0x23	#
0x0cb4	0x47	G
0x0cb5	0x72	r
0x0cb6	0x25	%
0x0cb7	0x67	g
0x0cb8	0x72	r
0x0cb9	0x27	'
0x0cba	0x87	 
0x0cbb	0x72	r
0x0cbc	0x29	)
0x0cbd	0xa7	 
0x0cbe	0x72	r
0x0cbf	0x2b	+
0x0cc0	0xc7	 
0x0cc1	0x72	r
0x0cc2	0x2d	-
0x0cc3	0xe7	 
0x0cc4	0x72	r
0x0cc5	0x2f	/
0x0cc6	0x07	 
0x0cc7	0x73	s
0x0cc8	0x31	1
0x0cc9	0x27	'
0x0cca	0x73	s
0x0ccb	0x33	3
0x0ccc	0x47	G
0x0ccd	0x73	s
0x0cce	0x35	5
0x0ccf	0x67	g
0x0cd0	0x73	s
0x0cd1	0x37	7
0x0cd2	0x87	 
0x0cd3	0x73	s
0x0cd4	0x39	9
0x0cd5	0xa7	 
0x0cd6	0x73	s
0x0cd7	0x3b	;
0x0cd8	0xc7	 
0x0cd9	0x73	s
0x0cda	0x3d	=
0x0cdb	0xe7	 
0x0cdc	0x73	s
0x0cdd	0x3f	?
0x0cde	0x07	 
0x0cdf	0x74	t
0x0ce0	0x41	A
0x0ce1	0x27	'
0x0ce2	0x74	t
0x0ce3	0x43	C
0x0ce4	0x47	G
0x0ce5	0x74	t
0x0ce6	0x45	E
0x0ce7	0x67	g
0x0ce8	0x74	t
0x0ce9	0xff	 
0x0cea	0x8f	 
0x0ceb	0x74	t
0x0cec	0x49	I
0x0ced	0xa7	 
0x0cee	0x74	t
0x0cef	0x4b	K
0x0cf0	0xc7	 
0x0cf1	0x74	t
0x0cf2	0x4d	M
0x0cf3	0xe7	 
0x0cf4	0x74	t
0x0cf5	0x4f	O
0x0cf6	0x07	 
0x0cf7	0x75	u
0x0cf8	0x51	Q
0x0cf9	0x27	'
0x0cfa	0x75	u
0x0cfb	0x53	S
0x0cfc	0x47	G
0x0cfd	0x75	u
0x0cfe	0x55	U
0x0cff	0x67	g
0x0d00	0x75	u
0x0d01	0x57	W
0x0d02	0x87	 
0x0d03	0x75	u
0x0d04	0x59	Y
0x0d05	0xa7	 
0x0d06	0x75	u
0x0d07	0x5b	[
0x0d08	0xc7	 
0x0d09	0x75	u
0x0d0a	0x5d	]
0x0d0b	0xe7	 
0x0d0c	0x75	u
0x0d0d	0x5f	_
0x0d0e	0x07	 
0x0d0f	0x76	v
0x0d10	0x61	a
0x0d11	0x27	'
0x0d12	0x76	v
0x0d13	0x63	c
0x0d14	0x47	G
0x0d15	0x76	v
0x0d16	0x65	e
0x0d17	0x67	g
0x0d18	0x76	v
0x0d19	0x67	g
0x0d1a	0x87	 
0x0d1b	0x76	v
0x0d1c	0x69	i
0x0d1d	0xa7	 
0x0d1e	0x76	v
0x0d1f	0x6b	k
0x0d20	0xc7	 
0x0d21	0x76	v
0x0d22	0x6d	m
0x0d23	0xe7	 
0x0d24	0x76	v
0x0d25	0x6f	o
0x0d26	0x07	 
0x0d27	0x77	w
0x0d28	0x71	q
0x0d29	0x27	'
0x0d2a	0x77	w
0x0d2b	0x73	s
0x0d2c	0x47	G
0x0d2d	0x77	w
0x0d2e	0x75	u
0x0d2f	0x67	g
0x0d30	0x77	w
0x0d31	0x77	w
0x0d32	0x87	 
0x0d33	0x77	w
0x0d34	0x79	y
0x0d35	0xa7	 
0x0d36	0x77	w
0x0d37	0x7b	{
0x0d38	0xc7	 
0x0d39	0x77	w
0x0d3a	0x7d	}
0x0d3b	0xe7	 
0x0d3c	0x77	w
0x0d3d	0x7f	 
0x0d3e	0x07	 
0x0d3f	0x78	x
0x0d40	0x81	 
0x0d41	0x27	'
0x0d42	0x78	x
0x0d43	0x83	 
0x0d44	0x47	G
0x0d45	0x78	x
0x0d46	0x85	 
0x0d47	0x67	g
0x0d48	0x78	x
0x0d49	0x87	 
0x0d4a	0x87	 
0x0d4b	0x78	x
0x0d4c	0x89	 
0x0d4d	0xa7	 
0x0d4e	0x78	x
0x0d4f	0x8b	 
0x0d50	0xc7	 
0x0d51	0x78	x
0x0d52	0x8d	 
0x0d53	0xe7	 
0x0d54	0x78	x
0x0d55	0x8f	 
0x0d56	0x07	 
0x0d57	0x79	y
0x0d58	0x91	 
0x0d59	0x27	'
0x0d5a	0x79	y
0x0d5b	0x93	 
0x0d5c	0x47	G
0x0d5d	0x79	y
0x0d5e	0x95	 
0x0d5f	0x67	g
0x0d60	0x79	y
0x0d61	0x97	 
0x0d62	0x87	 
0x0d63	0x79	y
0x0d64	0x99	 
0x0d65	0xa7	 
0x0d66	0x79	y
0x0d67	0x9b	 
0x0d68	0xc7	 
0x0d69	0x79	y
0x0d6a	0x9d	 
0x0d6b	0xe7	 
0x0d6c	0x79	y
0x0d6d	0x9f	 
0x0d6e	0x07	 
0x0d6f	0x7a	z
0x0d70	0xa1	 
0x0d71	0x27	'
0x0d72	0x7a	z
0x0d73	0xa3	 
0x0d74	0x47	G
0x0d75	0x7a	z
0x0d76	0xa5	 
0x0d77	0x67	g
0x0d78	0x7a	z
0x0d79	0xa7	 
0x0d7a	0x87	 
0x0d7b	0x7a	z
0x0d7c	0xa9	 
0x0d7d	0xa7	 
0x0d7e	0x7a	z
0x0d7f	0xab	 
0x0d80	0xc7	 
0x0d81	0x7a	z
0x0d82	0xad	 
0x0d83	0xe7	 
0x0d84	0x7a	z
0x0d85	0xaf	 
0x0d86	0x07	 
0x0d87	0x7b	{
0x0d88	0xb1	 
0x0d89	0x27	'
0x0d8a	0x7b	{
0x0d8b	0xb3	 
0x0d8c	0x47	G
0x0d8d	0x7b	{
0x0d8e	0xb5	 
0x0d8f	0x67	g
0x0d90	0x7b	{
0x0d91	0xb7	 
0x0d92	0x87	 
0x0d93	0x7b	{
0x0d94	0xb9	 
0x0d95	0xa7	 
0x0d96	0x7b	{
0x0d97	0xbb	 
0x0d98	0xc7	 
0x0d99	0x7b	{
0x0d9a	0xff	 
0x0d9b	0xef	 
0x0d9c	0x7b	{
0x0d9d	0xbf	 
0x0d9e	0x07	 
0x0d9f	0x7c	|
0x0da0	0xc1	 
0x0da1	0x27	'
0x0da2	0x7c	|
0x0da3	0xc3	 
0x0da4	0x47	G
0x0da5	0x7c	|
0x0da6	0xc5	 
0x0da7	0x67	g
0x0da8	0x7c	|
0x0da9	0xc7	 
0x0daa	0x87	 
0x0dab	0x7c	|
0x0dac	0xc9	 
0x0dad	0xa7	 
0x0dae	0x7c	|
0x0daf	0xcb	 
0x0db0	0xc7	 
0x0db1	0x7c	|
0x0db2	0xcd	 
0x0db3	0xe7	 
0x0db4	0x7c	|
0x0db5	0xcf	 
0x0db6	0x07	 
0x0db7	0x7d	}
0x0db8	0xd1	 
0x0db9	0x27	'
0x0dba	0x7d	}
0x0dbb	0xd3	 
0x0dbc	0x47	G
0x0dbd	0x7d	}
0x0dbe	0xd5	 
0x0dbf	0x67	g
0x0dc0	0x7d	}
0x0dc1	0xd7	 
0x0dc2	0x87	 
0x0dc3	0x7d	}
0x0dc4	0xd9	 
0x0dc5	0xa7	 
0x0dc6	0x7d	}
0x0dc7	0xdb	 
0x0dc8	0xc7	 
0x0dc9	0x7d	}
0x0dca	0xdd	 
0x0dcb	0xe7	 
0x0dcc	0x7d	}
0x0dcd	0xdf	 
0x0dce	0x07	 
0x0dcf	0x7e	~
0x0dd0	0xe1	 
0x0dd1	0x27	'
0x0dd2	0x7e	~
0x0dd3	0xe3	 
0x0dd4	0x47	G
0x0dd5	0x7e	~
0x0dd6	0xe5	 
0x0dd7	0x67	g
0x0dd8	0x7e	~
0x0dd9	0xe7	 
0x0dda	0x87	 
0x0ddb	0x7e	~
0x0ddc	0xe9	 
0x0ddd	0xa7	 
0x0dde	0x7e	~
0x0ddf	0xeb	 
0x0de0	0xc7	 
0x0de1	0x7e	~
0x0de2	0xed	 
0x0de3	0xe7	 
0x0de4	0x7e	~
0x0de5	0xef	 
0x0de6	0x07	 
0x0de7	0x7f	 
0x0de8	0xf1	 
0x0de9	0x27	'
0x0dea	0x7f	 
0x0deb	0xf3	 
0x0dec	0x47	G
0x0ded	0x7f	 
0x0dee	0xf5	 
0x0def	0x67	g
0x0df0	0x7f	 
0x0df1	0xf7	 
0x0df2	0x87	 
0x0df3	0x7f	 
0x0df4	0xf9	 
0x0df5	0xa7	 
0x0df6	0x7f	 
0x0df7	0xfb	 
0x0df8	0xc7	 
0x0df9	0x7f	 
0x0dfa	0xfd	 
0x0dfb	0xe7	 
0x0dfc	0x7f	 
0x0dfd	0xff	 
0x0dfe	0x07	 
0x0dff	0x80	 
0x0e00	0x01	 
0x0e01	0x28	(
0x0e02	0x80	 
0x0e03	0x03	 
0x0e04	0x48	H
0x0e05	0x80	 
0x0e06	0x05	 
0x0e07	0x68	h
0x0e08	0x80	 
0x0e09	0x07	 
0x0e0a	0x88	 
0x0e0b	0x80	 
0x0e0c	0x09	 
0x0e0d	0xa8	 
0x0e0e	0x80	 
0x0e0f	0x0b	 
0x0e10	0xc8	 
0x0e11	0x80	 
0x0e12	0x0d	 
0x0e13	0xe8	 
0x0e14	0x80	 
0x0e15	0x0f	 
0x0e16	0x08	 
0x0e17	0x81	 
0x0e18	0x11	 
0x0e19	0x28	(
0x0e1a	0x81	 
0x0e1b	0x13	 
0x0e1c	0x48	H
0x0e1d	0x81	 
0x0e1e	0x15	 
0x0e1f	0x68	h
0x0e20	0x81	 
0x0e21	0x17	 
0x0e22	0x88	 
0x0e23	0x81	 
0x0e24	0x19	 
0x0e25	0xa8	 
0x0e26	0x81	 
0x0e27	0x1b	 
0x0e28	0xc8	 
0x0e29	0x81	 
0x0e2a	0x1d	 
0x0e2b	0xe8	 
0x0e2c	0x81	 
0x0e2d	0x1f	 
0x0e2e	0x08	 
0x0e2f	0x82	 
0x0e30	0x21	!
0x0e31	0x28	(
0x0e32	0x82	 
0x0e33	0x23	#
0x0e34	0x48	H
0x0e35	0x82	 
0x0e36	0x25	%
0x0e37	0x68	h
0x0e38	0x82	 
0x0e39	0x27	'
0x0e3a	0x88	 
0x0e3b	0x82	 
0x0e3c	0x29	)
0x0e3d	0xa8	 
0x0e3e	0x82	 
0x0e3f	0x2b	+
0x0e40	0xc8	 
0x0e41	0x82	 
0x0e42	0x2d	-
0x0e43	0xe8	 
0x0e44	0x82	 
0x0e45	0x2f	/
0x0e46	0x08	 
0x0e47	0x83	 
0x0e48	0x31	1
0x0e49	0x28	(
0x0e4a	0x83	 
0x0e4b	0xff	 
0x0e4c	0x0f	 
0x0e4d	0x00	 
0x0e4e	0x00	 
0x0e4f	0x00	 
0x0e50	0x00	 
0x0e51	0x00	 
0x0e52	0x00	 
0x0e53	0x00	 
0x0e54	0x00	 
0x0e55	0x00	 
0x0e56	0x00	 
0x0e57	0x00	 
0x0e58	0x00	 
0x0e59	0x00	 
0x0e5a	0x00	 
0x0e5b	0x00	 
0x0e5c	0x00	 
0x0e5d	0x00	 
0x0e5e	0x00	 
0x0e5f	0x00	 
0x0e60	0x00	 
0x0e61	0x00	 
0x0e62	0x00	 
0x0e63	0x00	 
0x0e64	0x00	 
0x0e65	0x00	 
0x0e66	0x00	 
0x0e67	0x00	 
0x0e68	0x00	 
0x0e69	0x00	 
0x0e6a	0x00	 
0x0e6b	0x00	 
0x0e6c	0x00	 
0x0e6d	0x00	 
0x0e6e	0x00	 
0x0e6f	0x00	 
0x0e70	0x00	 
0x0e71	0x00	 
0x0e72	0x00	 
0x0e73	0x00	 
0x0e74	0x00	 
0x0e75	0x00	 
0x0e76	0x00	 
0x0e77	0x00	 
0x0e78	0x00	 
0x0e79	0x00	 
0x0e7a	0x00	 
0x0e7b	0x00	 
0x0e7c	0x00	 
0x0e7d	0x00	 
0x0e7e	0x00	 
0x0e7f	0x00	 
0x0e80	0x00	 
0x0e81	0x00	 
0x0e82	0x00	 
0x0e83	0x00	 
0x0e84	0x00	 
0x0e85	0x00	 
0x0e86	0x00	 
0x0e87	0x00	 
0x0e88	0x00	 
0x0e89	0x00	 
0x0e8a	0x00	 
0x0e8b	0x00	 
0x0e8c	0x00	 
0x0e8d	0x00	 
0x0e8e	0x00	 
0x0e8f	0x00	 
0x0e90	0x00	 
0x0e91	0x00	 
0x0e92	0x00	 
0x0e93	0x00	 
0x0e94	0x00	 
0x0e95	0x00	 
0x0e96	0x00	 
0x0e97	0x00	 
0x0e98	0x00	 
0x0e99	0x00	 
0x0e9a	0x00	 
0x0e9b	0x00	 
0x0e9c	0x00	 
0x0e9d	0x00	 
0x0e9e	0x00	 
0x0e9f	0x00	 
0x0ea0	0x00	 
0x0ea1	0x00	 
0x0ea2	0x00	 
0x0ea3	0x00	 
0x0ea4	0x00	 
0x0ea5	0x00	 
0x0ea6	0x00	 
0x0ea7	0x00	 
0x0ea8	0x00	 
0x0ea9	0x00	 
0x0eaa	0x00	 
0x0eab	0x00	 
0x0eac	0x00	 
0x0ead	0x00	 
0x0eae	0x00	 
0x0eaf	0x00	 
0x0eb0	0x00	 
0x0eb1	0x00	 
0x0eb2	0x00	 
0x0eb3	0x00	 
0x0eb4	0x00	 
0x0eb5	0x00	 
0x0eb6	0x00	 
0x0eb7	0x00	 
0x0eb8	0x00	 
0x0eb9	0x00	 
0x0eba	0x00	 
0x0ebb	0x00	 
0x0ebc	0x00	 
0x0ebd	0x00	 
0x0ebe	0x00	 
0x0ebf	0x00	 
0x0ec0	0x00	 
0x0ec1	0x00	 
0x0ec2	0x00	 
0x0ec3	0x00	 
0x0ec4	0x00	 
0x0ec5	0x00	 
0x0ec6	0x00	 
0x0ec7	0x00	 
0x0ec8	0x00	 
0x0ec9	0x00	 
0x0eca	0x00	 
0x0ecb	0x00	 
0x0ecc	0x00	 
0x0ecd	0x00	 
0x0ece	0x00	 
0x0ecf	0x00	 
0x0ed0	0x00	 
0x0ed1	0x00	 
0x0ed2	0x00	 
0x0ed3	0x00	 
0x0ed4	0x00	 
0x0ed5	0x00	 
0x0ed6	0x00	 
0x0ed7	0x00	 
0x0ed8	0x00	 
0x0ed9	0x00	 
0x0eda	0x00	 
0x0edb	0x00	 
0x0edc	0x00	 
0x0edd	0x00	 
0x0ede	0x00	 
0x0edf	0x00	 
0x0ee0	0x00	 
0x0ee1	0x00	 
0x0ee2	0x00	 
0x0ee3	0x00	 
0x0ee4	0x00	 
0x0ee5	0x00	 
0x0ee6	0x00	 
0x0ee7	0x00	 
0x0ee8	0x00	 
0x0ee9	0x00	 
0x0eea	0x00	 
0x0eeb	0x00	 
0x0eec	0x00	 
0x0eed	0x00	 
0x0eee	0x00	 
0x0eef	0x00	 
0x0ef0	0x00	 
0x0ef1	0x00	 
0x0ef2	0x00	 
0x0ef3	0x00	 
0x0ef4	0x00	 
0x0ef5	0x00	 
0x0ef6	0x00	 
0x0ef7	0x00	 
0x0ef8	0x00	 
0x0ef9	0x00	 
0x0efa	0x00	 
0x0efb	0x00	 
0x0efc	0x00	 
0x0efd	0x00	 
0x0efe	0x00	 
0x0eff	0x00	 
0x0f00	0x00	 
0x0f01	0x00	 
0x0f02	0x00	 
0x0f03	0x00	 
0x0f04	0x00	 
0x0f05	0x00	 
0x0f06	0x00	 
0x0f07	0x00	 
0x0f08	0x00	 
0x0f09	0x00	 
0x0f0a	0x00	 
0x0f0b	0x00	 
0x0f0c	0x00	 
0x0f0d	0x00	 
0x0f0e	0x00	 
0x0f0f	0x00	 
0x0f10	0x00	 
0x0f11	0x00	 
0x0f12	0x00	 
0x0f13	0x00	 
0x0f14	0x00	 
0x0f15	0x00	 
0x0f16	0x00	 
0x0f17	0x00	 
0x0f18	0x00	 
0x0f19	0x00	 
0x0f1a	0x00	 
0x0f1b	0x00	 
0x0f1c	0x00	 
0x0f1d	0x00	 
0x0f1e	0x00	 
0x0f1f	0x00	 
0x0f20	0x00	 
0x0f21	0x00	 
0x0f22	0x00	 
0x0f23	0x00	 
0x0f24	0x00	 
0x0f25	0x00	 
0x0f26	0x00	 
0x0f27	0x00	 
0x0f28	0x00	 
0x0f29	0x00	 
0x0f2a	0x00	 
0x0f2b	0x00	 
0x0f2c	0x00	 
0x0f2d	0x00	 
0x0f2e	0x00	 
0x0f2f	0x00	 
0x0f30	0x00	 
0x0f31	0x00	 
0x0f32	0x00	 
0x0f33	0x00	 
0x0f34	0x00	 
0x0f35	0x00	 
0x0f36	0x00	 
0x0f37	0x00	 
0x0f38	0x00	 
0x0f39	0x00	 
0x0f3a	0x00	 
0x0f3b	0x00	 
0x0f3c	0x00	 
0x0f3d	0x00	 
0x0f3e	0x00	 
0x0f3f	0x00	 
0x0f40	0x00	 
0x0f41	0x00	 
0x0f42	0x00	 
0x0f43	0x00	 
0x0f44	0x00	 
0x0f45	0x00	 
0x0f46	0x00	 
0x0f47	0x00	 
0x0f48	0x00	 
0x0f49	0x00	 
0x0f4a	0x00	 
0x0f4b	0x00	 
0x0f4c	0x00	 
0x0f4d	0x00	 
0x0f4e	0x00	 
0x0f4f	0x00	 
0x0f50	0x00	 
0x0f51	0x00	 
0x0f52	0x00	 
0x0f53	0x00	 
0x0f54	0x00	 
0x0f55	0x00	 
0x0f56	0x00	 
0x0f57	0x00	 
0x0f58	0x00	 
0x0f59	0x00	 
0x0f5a	0x00	 
0x0f5b	0x00	 
0x0f5c	0x00	 
0x0f5d	0x00	 
0x0f5e	0x00	 
0x0f5f	0x00	 
0x0f60	0x00	 
0x0f61	0x00	 
0x0f62	0x00	 
0x0f63	0x00	 
0x0f64	0x00	 
0x0f65	0x00	 
0x0f66	0x00	 
0x0f67	0x00	 
0x0f68	0x00	 
0x0f69	0x00	 
0x0f6a	0x00	 
0x0f6b	0x00	 
0x0f6c	0x00	 
0x0f6d	0x00	 
0x0f6e	0x00	 
0x0f6f	0x00	 
0x0f70	0x00	 
0x0f71	0x00	 
0x0f72	0x00	 
0x0f73	0x00	 
0x0f74	0x00	 
0x0f75	0x00	 
0x0f76	0x00	 
0x0f77	0x00	 
0x0f78	0x00	 
0x0f79	0x00	 
0x0f7a	0x00	 
0x0f7b	0x00	 
0x0f7c	0x00	 
0x0f7d	0x00	 
0x0f7e	0x00	 
0x0f7f	0x00	 
0x0f80	0x00	 
0x0f81	0x00	 
0x0f82	0x00	 
0x0f83	0x00	 
0x0f84	0x00	 
0x0f85	0x00	 
0x0f86	0x00	 
0x0f87	0x00	 
0x0f88	0x00	 
0x0f89	0x00	 
0x0f8a	0x00	 
0x0f8b	0x00	 
0x0f8c	0x00	 
0x0f8d	0x00	 
0x0f8e	0x00	 
0x0f8f	0x00	 
0x0f90	0x00	 
